country,age,gender,O_score,C_score,E_score,A_score,N_score,N_proxy,J_proxy,T_proxy,Impulsivity_Index,Emotional_Reactivity,Creative_Divergence,Social_Adaptability,cluster_kmeans,cluster_gmm,cluster_best
US,24,2,4.1,4.4,3.1,4.3,3.7,0.7900838236714868,1.6760230152059328,0.6465346947643047,-0.42822932094805477,1.0563168814192163,0.7242926293297043,0.23360476007698333,1,0,2
US,13,2,4.2,4.1,4.1,4.3,2.9,1.2910042862828084,1.3060158576614318,0.36902932660592896,-2.078428098072281,-1.0563908426356363,1.0690008780516265,1.9486702142143177,1,0,2
US,19,2,3.3,2.4,4.0,4.2,2.9,-0.33033400164033183,-0.8252642240936234,-1.1343553816190863,0.5424559345345941,-1.004531559131304,-0.6766804494491612,1.7541127613483427,1,2,1
US,20,2,3.6,3.1,2.3,2.9,3.8,-0.3521395368648087,-0.41136131352733885,0.4120513914922207,1.8400645812581766,2.0464353159867277,-0.1358985800093983,-1.9206742375462038,0,2,0
US,13,2,3.7,3.6,3.9,3.8,3.2,0.3434064903922705,0.5164729834061568,0.2522489363708549,-0.5153144566673364,-0.0048290285934032146,-0.037861769650477356,1.062579272004533,1,0,2
US,16,2,3.3,2.4,4.0,3.1,2.8,-0.33033400164033183,-1.205565636458729,-0.373752556888875,0.27836746902773735,-0.6981679060905022,-0.6766804494491612,0.8825857700876358,0,2,1
AU,17,2,4.7,2.6,3.1,4.6,2.6,1.84935095288183,-0.44030136305240314,-1.225934648203276,-0.5581487599397251,-2.0042340896692026,2.7925421216612305,1.3643931137712726,1,1,1
US,27,2,3.5,3.0,4.4,3.8,2.7,0.1525054178602881,-0.2235413316828435,-0.30276179994589536,-0.9107388903403684,-1.3252713561276854,-0.3572711095498193,1.9993385387252576,1,0,2
US,20,2,3.8,3.5,2.9,3.9,3.1,0.19557507085106318,0.42771011989421176,0.0906014356456196,-0.625233273197318,-0.32077677760459256,0.24517861948069253,0.14698481390959856,1,0,2
JP,44,2,3.3,2.5,3.5,3.8,3.0,-0.4925219721784637,-0.8402199275903438,-0.7652707468765205,0.6523747510645757,-0.5330059596071166,-0.7075143792445362,0.7885310965402954,0,2,1
CA,21,2,3.0,2.5,4.4,4.1,3.3,-0.7302171898149972,-0.7365013605816787,-0.9727078808938507,1.4446401475851447,0.10368158640045469,-1.464133757251923,1.783275718334579,0,2,1
CA,21,2,3.8,3.7,3.6,4.0,2.9,0.42263822960444786,0.7089544139267671,0.20645930307875965,-1.461749502164782,-0.9008129921226387,0.18351075988994248,1.148747228232216,1,0,2
IN,23,1,3.6,3.2,2.6,3.9,2.8,-0.2548267545419295,0.05770296234971184,-0.18690393251275533,-0.9549897227872634,-1.1130421741251628,-0.16673250980477333,0.060288491789506016,1,0,2
US,24,2,3.1,4.1,1.5,2.4,3.7,-1.4943628974011047,0.6491315999398857,1.682797842049021,0.034279625982571504,2.0416432680015353,-1.705270174642127,-3.1386109033002882,0,2,0
CA,39,1,4.3,3.5,2.7,3.8,3.4,1.0134224903110955,0.39313726422465667,0.15974714698472978,0.1670321233232509,0.5233479024203089,1.5062109161596715,-0.3933775716046354,1,0,1
US,45,2,3.8,3.0,1.7,4.3,3.0,-0.19367605844045332,-0.05067705333506825,-0.6484903566414459,-0.11847349381979949,-0.7923023771287795,0.3993482684575676,-0.7255638540478488,0,1,1
US,45,2,3.8,2.5,4.6,4.5,3.0,0.7470141706807114,-0.5982099379034583,-1.2492907262502913,0.6523747510645757,-0.8960209441374447,0.5535179174344427,2.5829345213704755,1,1,1
US,20,1,4.1,3.5,4.5,4.5,3.0,1.244210141178256,0.6351472539115421,-0.3242728323890411,-0.8893217387041747,-0.8960209441374447,1.0017979974880795,2.4748092076783883,1,0,2
US,21,2,3.1,3.2,2.5,3.2,3.8,-1.169986956324841,-0.18430702733717347,0.29711604686101534,1.6858949322813015,1.89085746547373,-1.4277648064837523,-1.4451271926403646,0,2,0
ID,23,2,3.9,4.0,3.1,4.0,3.3,0.43699478060137315,1.078961571471267,0.48396467123713455,-0.8679045870679809,0.15554086990478708,0.3432154298396135,0.29121450116354863,1,0,2
PH,23,2,4.2,4.1,4.2,4.2,3.3,1.3234418803904349,1.2714430019918768,0.43817503794503887,-1.0220742360448554,0.05182230289612183,1.0690008780516265,1.6534572301242911,1,0,2
US,22,2,4.0,2.1,1.2,3.9,3.6,-0.002774985908470806,-1.2989899486467886,-1.2044236157601305,2.853584140013215,0.9996655499296899,1.1812665552875345,-2.0872782171161806,0,1,1
US,16,2,4.0,3.3,4.2,4.0,3.2,0.9703528373203205,0.2156115372007665,-0.16354785446574077,-0.05280550973671094,-0.10854759560206846,0.8112593977430346,1.5598194914285723,1,0,2
AU,20,1,3.7,2.1,4.0,3.9,3.0,0.3758440844998969,-1.2989899486467886,-1.2044236157601305,1.2690533469720755,-0.5848652431114493,0.4246471772801477,1.4155898041746227,0,1,1
IN,33,2,3.7,3.9,2.8,3.8,2.5,-0.01340704479161963,0.8864801409506566,0.5297543045292298,-2.826442662145957,-1.8534482871413989,-0.13036355903660235,0.42778659895596455,1,0,2
AU,17,2,3.3,2.1,3.1,4.2,3.5,-0.6222723486089692,-1.1952713816381233,-1.411860749777461,2.5894956745063578,0.5799992339098352,-0.5841786600630363,0.30562570020721,0,2,1
CA,17,0,3.7,3.0,2.3,3.4,3.4,-0.1755950153297515,-0.3618327543610637,-0.02617895458945499,0.9378803682076261,0.7307850364376393,0.14714180912177272,-1.1716073830685378,0,1,0
US,20,2,3.7,3.3,3.1,4.4,3.8,0.08390573753125957,0.35390295987898684,-0.44013069982218145,1.5317252833044268,1.268546063421739,0.05464001973564775,0.24081035959881475,0,1,1
US,59,2,3.7,2.8,1.6,3.6,2.2,-0.402658174083136,-0.5393584813849539,-0.3494739560399255,-1.9228419199209004,-2.541995116653303,0.20880966871252282,-0.8049018247406944,1,1,2
CA,25,1,4.0,3.4,4.0,4.6,2.5,0.9054776491050678,0.5463843903995969,-0.4859203331142762,-2.055594417261582,-2.2683225551760593,0.7804254679476595,2.416747476652121,1,0,2
AU,18,2,3.3,3.6,1.8,2.8,3.6,-1.043961072008112,0.1707444267106062,0.943706049761956,0.5410394053600893,1.5701176684773483,-1.0466876069936613,-2.389279865876417,0,2,0
US,27,1,4.0,2.7,2.3,4.0,3.2,0.35403854927541933,-0.5244027778882333,-0.7185585907824905,0.8722123841245387,-0.10854759560206846,0.9962629765152846,-0.49456146872109835,0,1,1
CA,24,2,3.3,2.4,2.5,2.9,3.3,-0.8168979132547275,-1.2747113477978393,-0.23546113421065462,1.5988097965620198,0.7259929884524454,-0.6766804494491612,-1.308290911901743,0,2,0
US,29,1,4.2,4.2,4.7,4.4,2.6,1.4856298509285666,1.4639244325124876,0.392385404652944,-3.0248631435697257,-1.900515522660538,1.0381669482562514,2.9215338544969045,1,0,2
US,16,2,3.6,4.2,2.3,2.8,2.4,-0.3521395368648087,0.9107587417996064,1.498716786078706,-3.553040074583439,-1.59894391760493,-0.4750718077585234,-0.8979348215912945,1,0,2
US,29,1,4.0,3.3,2.3,3.3,3.1,0.35403854927541933,-0.02639845248611894,0.3204721249080301,-0.31689397524356766,-0.009621076578597038,0.8112593977430346,-1.0203599032862551,0,1,1
US,33,2,3.8,2.8,2.5,3.9,3.8,0.06582469442055769,-0.4356399143762888,-0.5569110900572557,2.3025735281888022,1.527842480943402,0.4610161280483177,-0.8401022184231515,0,1,1
IN,21,1,4.1,3.6,3.3,3.5,3.3,0.8549590118867394,0.41275441639749166,0.4596860703881851,-0.2512259911604809,0.41483728742645,0.9709640676927044,0.07530443267828602,1,0,2
US,26,1,3.8,3.5,3.0,3.7,3.3,0.22801266495868958,0.35856440855510174,0.22889285832383965,-0.09705634218360576,0.3111187204177847,0.24517861948069253,-0.07620723005020213,1,0,2
IN,21,1,3.6,2.4,2.5,3.5,2.5,-0.28726434864955586,-1.067274213780509,-0.6503354022453154,-0.5138979274928315,-1.6978704366284012,0.07993892855822679,-0.15588575964196183,0,1,1
IN,26,2,4.0,3.6,3.6,3.7,2.9,0.7757272726745622,0.48190012773660185,0.32139464770996473,-1.3075798531879066,-0.745235141609641,0.7187576083569095,0.8894508107105531,1,0,2
US,14,1,4.1,2.0,3.9,2.3,3.4,1.0495845765324976,-1.9754913585411698,-0.19059402372049383,2.4795768579763764,1.3012371549852977,1.4643069444187047,-0.3923558949078953,0,1,1
US,13,1,3.6,3.0,1.8,2.4,3.6,-0.5143275074029404,-0.7075613110566144,0.6652781588016462,1.4660572992213396,1.7775548024946786,-0.10506465021402327,-2.7350084225719673,0,2,0
SE,30,1,4.2,2.7,4.7,4.1,3.0,1.4856298509285666,-0.4898299222186784,-0.7877043021216004,0.34403545311082534,-0.6885838101201143,1.5006758951868766,2.3453312783670133,1,1,1
US,27,1,3.8,2.8,1.9,3.6,3.7,-0.1288008702252006,-0.5393584813849539,-0.3494739560399255,2.038485062681947,1.4193318659495442,0.4610161280483177,-1.6689239784452852,0,1,1
US,17,1,4.1,2.6,2.4,3.3,3.7,0.5630206649181021,-0.8897484867566188,-0.32704040079484475,2.346824360635696,1.574909716462542,1.2793033656464545,-1.3875938275065087,0,1,1
US,17,2,3.7,3.8,4.1,3.6,3.1,0.4082816786075232,0.6939987104300466,0.5755439378213246,-1.0877422201279427,-0.1651989270915949,-0.09952962924122731,1.1851921606929905,1,0,2
AU,19,2,3.4,2.9,2.7,3.5,2.6,-0.5754782035044175,-0.4505956178730088,-0.1878264553146902,-1.02065770687035,-1.4337819711215445,-0.5786436390902403,-0.018861671909842836,1,2,0
US,18,1,3.8,2.7,1.9,2.4,3.2,-0.1288008702252006,-1.0775684686011142,0.3877727906432713,0.8722123841245387,0.7212009404672528,0.49185005784369257,-2.3099769502716523,0,1,0
MY,23,2,3.2,3.5,2.2,3.5,3.3,-1.0907552171126629,0.28941869721599156,0.36718428100206,-0.09705634218360576,0.41483728742645,-1.2680601365340811,-1.1140740179346809,0,2,0
IN,20,2,3.1,2.1,3.2,3.8,3.5,-0.9429237975714565,-1.3335628043163437,-1.1352779044210202,2.5894956745063578,0.7874363679271656,-1.0885915787346272,0.06802245720374722,0,2,1
MY,19,2,3.3,2.5,3.3,4.0,3.4,-0.5573971603937165,-0.7710742162512336,-0.9035621695547409,1.7087286130920014,0.4196293354116437,-0.7075143792445362,0.4282385888956672,0,2,1
IN,23,1,3.7,3.9,3.6,3.8,2.7,0.24609370806939143,0.8864801409506566,0.5297543045292298,-2.2982657311322434,-1.3252713561276854,-0.13036355903660235,1.134336029188554,1,0,2
US,14,1,3.4,3.0,1.5,2.2,3.1,-0.964729332795934,-0.7767070223957242,0.8035695814798661,0.1456149716870572,0.5608310419690611,-0.6094775688856153,-2.836115943735722,0,2,0
IN,18,1,3.6,2.5,2.1,3.4,2.9,-0.4170147250800613,-0.978511350268564,-0.4886879015200801,0.38828628555771894,-0.5896572910966431,0.04910499876285179,-0.9917253121924288,0,1,1
US,18,2,3.4,2.0,4.3,3.6,2.7,-0.05647669778239556,-1.526044234836954,-1.0894882711289255,0.630957599428382,-1.2215527891190205,-0.3011382709318652,1.7183489466853943,0,1,1
KW,16,1,3.1,2.9,1.9,3.1,3.5,-1.3646125209705995,-0.588887040551229,0.08875639004175018,1.356138482691358,1.1504513524574937,-1.3352630170976272,-1.9426315950106092,0,2,0
OM,23,2,3.4,3.3,3.5,3.9,2.9,-0.31597745064340654,0.18103868153121144,-0.09440214312663063,-0.8450709062572811,-0.848953708618306,-0.7019793582717403,0.9541897753662402,1,0,2
IN,22,2,3.2,3.8,4.3,4.0,2.9,-0.40956574085250913,0.8322901331082667,0.2989610924648843,-1.6159191511416564,-0.9008129921226387,-1.3605619259202062,1.905624424076831,1,0,2
US,19,1,3.8,2.8,1.3,3.5,2.8,-0.32342643487095873,-0.573931337054509,-0.2803282447008153,-0.3383111268797626,-0.9056050401078325,0.4610161280483177,-1.6910691429031872,0,1,1
US,21,1,3.0,3.3,2.9,3.8,2.9,-1.2167811014293928,0.14646582586165635,-0.025256431787520447,-0.8450709062572811,-0.7970944251139733,-1.710805195614923,0.2190057540398249,0,2,0
MY,19,1,3.3,2.4,1.0,2.6,3.5,-1.303461824869123,-1.3784299148065045,-0.028024000193324405,2.126986727575733,1.4097477699791565,-0.6766804494491612,-3.347920114108838,0,2,0
AU,14,1,3.1,2.4,2.9,3.3,3.0,-1.0402365798943356,-1.136419925119619,-0.512043979567095,0.8065444000414508,-0.2737095420854537,-1.181093368120752,-0.2923814814816703,0,2,0
AU,39,2,4.4,3.3,4.9,4.4,3.9,1.903594082213934,0.35390295987898684,-0.44013069982218145,1.7958137488112835,1.5326345289285956,1.8200852350862187,2.1078394664043407,1,1,1
DK,26,1,3.2,3.7,1.7,3.3,3.8,-1.2529431876507948,0.46694442423988164,0.6904792824525305,0.9150466873969262,1.8389981819693975,-1.3297279961248312,-2.2236975630031806,0,2,0
GB,48,1,3.7,3.9,3.5,4.2,2.6,0.21365611396176504,1.024771563628877,0.25317145917278916,-2.5623541966391006,-1.7967969556518728,-0.13036355903660235,1.4511658118440738,1,0,2
NZ,33,2,3.2,3.8,2.0,3.1,3.3,-1.1556304053279156,0.5211344320822713,0.9212724945168752,-0.5595652891142306,0.6222744214437803,-1.3605619259202062,-1.676053202014407,0,2,0
ID,20,1,3.0,3.3,2.7,2.9,2.9,-1.2816562896446455,-0.16468987516433914,0.5970549702644705,-0.8450709062572811,-0.33036087357498023,-1.710805195614923,-0.7751341259093394,0,2,0
DK,22,2,3.1,3.7,4.4,4.4,2.9,-0.55367266827994,0.8472458366049874,-0.07012354227768103,-1.461749502164782,-1.108250126139969,-1.5819344554606274,2.3594782944644703,1,0,2
TR,21,1,4.0,5.0,2.0,2.0,3.2,0.2567257669525403,1.6208616498951658,2.7918967918805873,-2.6736895423435865,0.9286380744845831,0.28708259122165947,-2.5475801932751145,1,0,0
GB,29,2,3.3,3.8,1.9,2.2,3.1,-1.0115234779004858,0.20997873105627585,1.5435838965688662,-1.0877422201279427,0.5608310419690611,-1.1083554665844113,-2.4036146889673704,0,2,0
AU,43,1,3.7,2.4,3.2,4.0,3.2,0.11634333163888597,-0.8944099354327336,-0.996063958940866,1.3347213310551642,-0.10854759560206846,0.33214538789402276,0.4785663545076933,0,1,1
SG,13,2,3.7,3.3,2.1,3.0,3.0,-0.24047020354500415,-0.13011701949478405,0.5279092589253603,-0.5809824407504244,-0.11813169157245607,0.05464001973564775,-1.4166804085400364,0,2,0
IN,22,1,2.8,2.9,2.5,3.6,2.7,-1.6996205209300126,-0.4160227622034537,-0.25697216665380035,-0.7565692413634932,-1.2215527891190205,-2.091882395105015,-0.2279066997721882,0,2,0
GB,23,2,3.5,3.9,4.1,4.1,3.0,0.055192635537408774,0.9901987079593217,0.3223171705118996,-1.5060003346116748,-0.6885838101201143,-0.6347764777081943,1.6965793962144853,1,0,2
LT,24,1,3.0,3.3,2.0,3.8,2.9,-1.5087194483980302,0.14646582586165635,-0.025256431787520447,-0.8450709062572811,-0.7970944251139733,-1.710805195614923,-0.7541220691889662,0,2,0
GB,39,1,4.1,4.1,2.7,4.1,3.3,0.6603334472409813,1.2368701463223215,0.5073207492841494,-1.0220742360448554,0.10368158640045469,0.8167944187158295,-0.05485461443091566,1,0,2
AU,29,2,3.9,3.5,3.9,3.9,3.3,0.6964955334623841,0.42771011989421176,0.0906014356456196,-0.09705634218360576,0.2074001534091197,0.4973850788164885,1.0697848715263638,1,0,2
IE,39,1,3.8,3.9,3.7,4.1,3.5,0.4550758237120742,0.9901987079593217,0.3223171705118996,-0.18555800707739245,0.6318585174141681,0.12184290029919254,0.8679454431858495,1,0,2
US,26,2,2.8,3.0,2.4,2.7,3.3,-1.732058115037639,-0.603842744047949,0.45784102478431565,0.6737919027007695,0.8297115554611105,-2.12271632490039,-1.5892805039416062,0,2,0
GB,17,2,3.8,2.0,4.6,4.0,3.7,0.7470141706807114,-1.3877528121587337,-1.3660711164853658,3.2718422544969465,1.211894731932214,0.7076875664113177,1.5961880479366386,0,1,1
AU,18,2,3.7,3.2,4.4,4.2,3.1,0.5055944609304025,0.16142152935837706,-0.39434106653008577,-0.16272432626669317,-0.47635462811759044,0.08547394953102265,2.0281609368125806,1,0,2
IL,17,2,3.5,2.8,3.6,2.9,3.3,-0.10699533500072297,-0.7813684710718394,0.1345460233338454,0.9821312006545198,0.7259929884524454,-0.29560324995906917,-0.11891246128877586,0,2,0
IN,26,2,3.6,3.5,3.8,3.8,2.9,0.1344243747495869,0.39313726422465667,0.15974714698472978,-1.1534102042110315,-0.7970944251139733,-0.2592342991908983,1.1921335772686161,1,0,2
GB,17,1,3.5,3.0,2.4,3.7,3.2,-0.4962464642922395,-0.25811418735239844,-0.23361608860678548,0.4097034371939139,0.04703025491092919,-0.3572711095498193,-0.6457325725506732,0,2,0
GB,16,2,3.1,3.7,2.9,3.0,3.2,-1.0402365798943356,0.36322585723121653,0.8979164164698608,-0.6694841056442117,0.4100452394412573,-1.5819344554606274,-0.7101309783074471,0,2,0
GB,17,2,4.1,3.2,3.0,4.0,3.5,0.7576462295638604,0.09227581801926692,-0.25604964385186546,0.8936295357607325,0.6837178009185004,1.0942997868742044,0.024636108167346626,1,1,1
PL,35,1,3.9,2.4,3.9,2.5,2.3,0.6964955334623841,-1.4130027704760595,0.04112171114578589,-1.0420748585065451,-1.707454532598789,0.8365583065656137,0.6520003196125066,1,1,1
DE,39,2,3.2,2.8,1.9,3.7,3.4,-1.188067999435542,-0.5047856257153989,-0.41861966737903566,1.2462196661613765,0.5752071859246414,-1.0522226279664562,-1.3448122203152262,0,2,0
GB,18,2,3.6,2.7,2.1,2.9,2.9,-0.4170147250800613,-0.9047041902533389,0.04204423394772072,0.07994698760396857,-0.33036087357498023,-0.012562860827898287,-1.423886008061867,0,2,0
MY,29,2,3.7,3.3,2.0,3.6,2.7,-0.2729077976526305,0.07732011452254632,0.1130349908906996,-1.3732478372709933,-1.2215527891190205,0.05464001973564775,-0.7685332682326276,1,0,2
ID,15,2,3.8,2.3,1.8,2.5,3.6,-0.16123846433282685,-1.5363384896575596,-0.05138007824033919,2.545244842059465,1.725695518990346,0.6151857770251927,-2.6485762833980804,0,1,1
IN,15,1,4.2,3.1,1.6,2.7,4.2,0.4800644335921492,-0.4805070248664489,0.5503428141704407,2.8964184432856035,3.2065077450228197,1.3773401760053765,-3.167321870346822,0,1,1
LT,20,2,4.1,2.5,3.4,4.6,3.4,0.8873966059943659,-0.5636370822339034,-1.3184364375894013,1.7087286130920014,0.10847363438564844,1.3101372954418296,1.0549567376310807,1,1,1
PK,19,1,2.8,1.5,1.2,1.6,3.1,-2.1213092443291557,-2.8341799441355553,-0.16908299127734838,2.458159706340183,0.8719867429950567,-1.660207377969765,-3.679084719855312,0,2,0
GB,42,2,3.9,2.9,3.2,4.3,3.4,0.46943237470899957,-0.1740127725165684,-0.740992146027571,1.0920500171845013,0.2640514848986461,0.6823886575887386,0.5794096927252423,1,1,1
MY,19,1,3.5,2.9,2.3,3.4,3.0,-0.5286840583998659,-0.48516847354256387,-0.11868074397558004,0.03569615515707564,-0.32556882558978634,-0.32643717975444425,-0.8547012244603103,0,2,0
BT,18,2,2.9,3.6,2.6,2.7,3.7,-1.4906384052873292,0.13617157104105126,1.012851761101066,0.805127870866946,1.8860654174885374,-2.055513444336844,-1.6899360351656583,0,2,0
ID,17,1,3.5,3.6,1.8,3.0,2.8,-0.6908720289379977,0.23989013804971637,0.8054146270837357,-1.5716683186947633,-0.6463086225861696,-0.5422746883220694,-1.5826032703121857,0,2,0
DE,15,2,4.1,2.2,2.0,3.6,3.5,0.4332702884875967,-1.2793727964739536,-0.9044846923566753,2.435326025529483,0.8911549349358308,1.4026390848279544,-1.402345585449083,0,1,1
DK,42,2,4.3,3.0,3.8,4.4,2.3,1.3702360254949855,-0.01610419766551302,-0.7176360679805563,-1.9670927523677955,-2.692780919181108,1.6603805651365464,2.186085650224284,1,0,2
US,25,2,3.5,2.5,2.5,3.7,3.6,-0.46380887018461314,-0.8747927832598987,-0.6961250355374107,2.236905544105715,1.103384116938355,-0.20310146057294423,-0.8545134174668129,0,2,1
CA,15,1,2.9,2.7,1.7,3.4,3.2,-1.7825767522559666,-0.7318399119055636,-0.30368432274782986,0.8722123841245387,0.20260810542392704,-1.7780080761784691,-1.6619061859169515,0,2,0
IN,16,2,3.5,1.6,4.2,3.9,3.7,0.0876302296450353,-1.915668544554289,-1.6669325626907556,3.8885208504044466,1.2637540154365465,0.0744039075854308,1.0772546539944,0,1,1
AR,26,1,3.9,4.4,3.8,3.7,3.5,0.6640579393547577,1.4685858811886026,1.0614089627989651,-0.9564062519617683,0.8392956514314981,0.21987971065811335,0.630342200182387,1,0,2
RO,19,3,3.7,3.0,1.2,2.6,2.6,-0.5324085505136417,-0.6384155997175041,0.5269867361234258,-1.174827355847225,-0.9670484195825514,0.14714180912177272,-2.4186306298561506,0,2,0
RS,37,2,3.8,4.0,2.5,3.3,3.4,0.06582469442055769,0.8369515817843816,0.9679846506109054,-0.6038161215611243,0.7826443199419719,0.09100897050381751,-1.0417888948582497,0,0,0
IN,24,1,3.8,3.5,3.0,3.4,3.1,0.22801266495868958,0.25484584154643647,0.43632999234117015,-0.625233273197318,-0.06148036008292965,0.24517861948069253,-0.17705056826775162,1,0,2
PH,19,2,3.8,2.9,3.2,3.8,3.0,0.2928878531739424,-0.3468770508643437,-0.39526358933202044,0.03569615515707564,-0.5330059596071166,0.4301821982529426,0.4641551554640319,1,1,1
US,36,1,3.9,3.0,1.4,4.4,3.5,-0.1144443192282753,-0.01610419766551302,-0.7176360679805563,1.2019688337144827,0.47628066690117,0.6515547277933635,-1.3596403542105093,0,1,1
IN,16,1,3.2,2.6,3.0,3.3,3.1,-0.831254464251652,-0.8897484867566188,-0.32704040079484475,0.7622935675945571,-0.009621076578597038,-0.9905547683757061,-0.26348270744163926,0,2,0
IN,24,1,3.9,4.0,3.0,3.2,2.5,0.4045571864937467,0.8023787261148265,1.0371303619500154,-2.980612311122832,-1.5422925861154035,0.3432154298396135,0.12544439129681506,1,0,2
GH,26,2,3.6,4.4,4.3,3.5,3.5,0.29661234528771885,1.3994401698494923,1.1997003854771855,-0.9564062519617683,0.9430142184401633,-0.5367396673492735,0.9981044902950511,1,0,2
PH,20,1,3.6,2.6,2.8,4.4,3.5,-0.1899515663266768,-0.509447074391513,-1.0876432255250563,1.8186474296219828,0.47628066690117,0.01827106896747674,0.15411403747872138,0,1,1
NL,38,2,3.6,2.7,2.1,3.0,3.1,-0.4170147250800613,-0.8701313345837838,-0.02710147739138946,0.608123918617682,0.14595677393440062,-0.012562860827898287,-1.4959069481920935,0,2,0
US,15,2,4.0,3.4,1.2,3.3,3.1,-0.002774985908470806,0.09693726669538122,0.4129739142941552,-0.4710636242204428,-0.009621076578597038,0.7804254679476595,-2.209738353899222,0,1,0
DK,17,2,3.8,2.7,2.8,3.3,3.3,0.16313747674343676,-0.7664127675751187,-0.23453861140871968,1.1363008496313942,0.5185558544351152,0.49185005784369257,-0.638186414129929,0,1,1
AU,22,1,4.2,3.5,2.2,4.0,3.4,0.6746899982379073,0.46228297556376685,0.02145572430650944,0.1670321233232509,0.4196293354116437,1.2540044568238766,-0.7611398617172995,1,0,1
MU,20,2,4.1,3.9,4.0,4.0,3.2,1.082022170640124,0.9556258522897668,0.39146288185100947,-0.9778234035979614,-0.10854759560206846,0.8784622783065794,1.3435688640443966,1,0,2
KE,27,2,4.2,3.8,2.3,4.2,3.2,0.7071275923455337,0.9014358444473769,0.16066966978666397,-0.8236537546210861,-0.21226616261073372,1.1615026674377515,-0.32169719037332295,1,0,2
PH,42,2,3.5,3.9,2.9,3.7,3.0,-0.3340584937541076,0.8519072852811017,0.5989000158683396,-1.5060003346116748,-0.4811466761027842,-0.6347764777081943,0.05334707521388052,1,0,2
GB,25,2,3.9,4.5,2.9,4.0,3.2,0.37211959238612036,1.6956401673787673,0.9464736181677598,-1.9028412974592117,-0.10854759560206846,0.18904578086273843,0.15419041343142925,1,0,2
