country,age,gender,O_score,C_score,E_score,A_score,N_score,N_proxy,J_proxy,T_proxy,Impulsivity_Index,Emotional_Reactivity,Creative_Divergence,Social_Adaptability,cluster_kmeans,cluster_gmm,cluster_best
US,75,2,4.3,2.8,4.3,4.2,3.7,1.5324239960331174,-0.3319213473676236,-0.7643482240745862,2.038485062681947,1.1081761649235489,1.7220484247272965,1.4446763852081508,1,1,1
US,54,2,3.9,2.5,3.2,3.9,3.3,0.46943237470899957,-0.8056470719207887,-0.8344164582156307,1.4446401475851447,0.2074001534091197,0.8057243767702387,0.31290767568174893,0,1,1
BD,22,2,3.6,4.0,2.4,3.7,3.1,-0.3197019427571823,0.9752430044626018,0.6914018052544647,-1.3960815180816932,-0.21705821059592753,-0.41340394816777337,-0.5665060328986161,1,0,2
US,22,1,4.0,3.1,1.4,3.6,2.8,0.062100202306781926,-0.16935132384045343,-0.0719685878815502,-0.8008200738103881,-0.957464323612165,0.8729272573337845,-1.496511690037212,1,1,1
US,23,2,3.3,3.4,3.3,4.3,3.4,-0.5573971603937165,0.44266582339093175,-0.2784831990969459,0.3212017723001261,0.2640514848986461,-0.9850197474029113,0.68753500641733,0,2,0
RS,15,2,3.5,3.7,3.4,3.0,3.2,-0.17187052321597576,0.36322585723121653,0.8979164164698608,-0.6694841056442117,0.4100452394412573,-0.5731086181174444,-0.1695044098470075,0,2,0
US,22,1,3.7,2.5,3.5,3.5,2.8,0.21365611396176504,-0.9439384945990089,-0.5578336128591903,0.12419782005086222,-0.9056050401078325,0.3013114580986478,0.6876877583227468,1,1,1
PK,21,2,3.5,3.5,2.6,3.7,3.2,-0.43137127607698666,0.35856440855510174,0.22889285832383965,-0.3611448076904613,0.04703025491092919,-0.5114407585266944,-0.42948194516649707,0,2,0
US,21,2,3.9,3.7,2.0,3.8,3.5,0.08018124541748306,0.6398087025876569,0.34475072575697996,0.12278129087635725,0.7874363679271656,0.4357172192257385,-1.2294813071013078,0,0,0
US,33,2,3.1,3.5,2.6,2.7,3.5,-1.1375493622172148,0.012835851859551162,0.9203499717149408,0.4311205888301076,1.357888486474824,-1.5202665958698771,-1.5314829558615441,0,2,0
BD,22,1,3.8,2.3,3.5,3.5,2.9,0.39020063549682144,-1.190609932962009,-0.7428371916314405,0.6966255835114692,-0.6415165746009758,0.6151857770251927,0.6084612186706897,0,1,1
IN,21,1,3.9,3.9,4.3,3.4,2.6,0.8262459098928896,0.7481887182724365,0.8063371498856702,-2.5623541966391006,-1.381922687617212,0.37404935963498853,1.6247112079896757,1,0,2
CA,24,2,3.5,3.8,4.1,4.6,3.3,0.055192635537408774,1.039727267125597,-0.1159131755697762,-0.5595652891142306,-0.15561483112120822,-0.6039425479128193,1.891060473127753,1,0,2
US,17,1,3.9,2.1,2.7,4.1,3.4,0.3072444041708677,-1.2298442373076786,-1.3427150384383504,2.325407208999501,0.3677700519073114,0.9290600959517386,-0.13408115408297266,0,1,1
CA,18,2,3.6,2.8,2.3,3.5,3.1,-0.3521395368648087,-0.573931337054509,-0.2803282447008153,0.45395426964080754,-0.11333964358726227,-0.043396790623273174,-0.8474956249384795,0,1,1
BE,29,1,3.9,1.7,3.2,4.5,3.4,0.46943237470899957,-1.5848956913554584,-1.9893050413392914,2.9420858049070016,0.16033291788998083,1.0523958151332387,0.7522739710730177,0,1,1
CL,17,2,4.1,3.8,1.8,4.2,3.7,0.36839510027234396,0.9014358444473769,0.16066966978666397,0.49678857291319634,1.1081761649235489,0.9092962081019544,-1.2584564570940469,0,0,1
GB,30,1,3.5,3.2,4.1,3.8,2.8,0.055192635537408774,0.023130106680156748,-0.11775822117364514,-0.9549897227872634,-1.06118289062083,-0.4189389691405694,1.5957360579969366,1,0,2
IN,25,2,3.4,2.7,4.2,3.2,1.9,-0.08891429189002187,-0.8009856232446737,-0.16539290006960977,-2.560937667464596,-3.126823379156543,-0.5169757794994903,1.8983073935142118,1,0,2
CA,48,2,4.0,4.3,4.4,3.8,3.3,1.0352280255355732,1.3798230176766566,0.8997614620737296,-1.3304135339986056,0.2592594369134523,0.5029200997892845,1.523979300812916,1,0,2
US,30,2,3.9,3.9,3.4,4.2,3.0,0.5343075629242522,1.024771563628877,0.25317145917278916,-1.5060003346116748,-0.740443093624447,0.37404935963498853,1.0261343395437583,1,0,2
PL,22,1,4.1,2.9,3.1,4.3,3.6,0.7900838236714868,-0.1740127725165684,-0.740992146027571,1.6202269481982148,0.7922284159123596,1.1868015762603294,0.31283129972904034,0,1,1
GB,42,2,4.3,3.4,3.2,3.6,3.8,1.1756104608492275,0.20065583370404647,0.20553678027682468,1.3775556343275517,1.6834203314563996,1.5370448459550465,-0.3425214401001985,0,1,1
US,34,2,4.2,2.9,3.8,4.3,2.6,1.1936915039599292,-0.1740127725165684,-0.740992146027571,-1.02065770687035,-1.8486562391562051,1.4390080355961266,1.861973892094225,1,1,2
US,20,2,3.6,2.9,4.0,3.6,4.0,0.19929956296483975,-0.4160227622034537,-0.25697216665380035,2.6765808102256403,2.211597262470113,-0.07423072041864823,0.3640279901323905,0,1,1
GB,16,2,3.5,1.7,3.8,3.9,3.1,-0.042120146785470325,-1.7923328253727888,-1.5744307733046308,2.1498204083864327,-0.32077677760459256,0.04356997779005578,1.1201126371383896,0,1,1
US,48,2,3.8,3.2,2.4,4.1,3.2,0.033387100312931295,0.12684867368882186,-0.3251953551909753,0.10136413924016355,-0.16040687910640083,0.3376804088668175,-0.30000401585512304,0,1,1
DE,21,1,4.1,3.5,4.3,2.5,2.3,1.1793349529630033,-0.05630985947955908,1.0586413943931612,-2.7379409972521707,-1.707454532598789,1.0017979974880795,1.0845015743808584,1,0,2
GB,56,1,3.3,4.2,3.9,4.2,3.3,-0.36277159574795825,1.3947787211733773,0.5306768273311644,-1.1762438850217312,0.05182230289612183,-1.2316911857659114,1.3290812890480272,1,0,2
US,28,1,4.1,3.4,4.0,4.5,3.1,1.082022170640124,0.5118115347300419,-0.4167746217751662,-0.4710636242204428,-0.6319324786305881,1.0326319272834545,1.8549560995658916,1,0,2
US,20,2,3.6,4.0,4.6,4.5,2.7,0.3939251276105979,1.2518258498190422,0.13823611454158402,-2.4524353801091188,-1.6882863406580135,-0.41340394816777337,2.8206141403266463,1,0,2
FI,29,2,2.6,4.2,3.5,3.3,3.6,-1.7283336229238624,1.0836230201473818,1.1529882293831557,-0.383978488501161,1.3108212509556854,-2.9971364011164807,-0.11898883724148446,0,2,0
GB,15,2,3.4,1.8,3.0,4.6,3.8,-0.47816542118153843,-1.4269871165044035,-1.9659489632922762,3.844270017957552,1.164827496413074,-0.23947041134111519,0.3055493242545015,0,1,1
US,14,2,3.7,3.1,1.9,2.1,3.2,-0.305345391760257,-0.6879441588837792,0.9652170822051015,0.2555337882170387,0.8767787909802505,0.11630787932639769,-2.5692733677933153,0,2,0
US,50,2,3.3,2.8,3.7,4.6,2.7,-0.4276467839632109,-0.1936299246894035,-1.0409310694310263,-0.602399592386618,-1.740145624162346,-0.8000161686306612,1.933918456271743,1,2,2
US,58,2,3.6,3.1,3.6,4.1,2.9,0.06954918653433426,0.0035129545073216972,-0.41769714457710044,-0.5367316083035314,-0.952672275626971,-0.1358985800093983,1.2351793674061031,1,0,2
US,22,2,3.5,3.6,3.9,3.4,3.1,-0.009682552677843903,0.37818156072793657,0.5288317817272952,-0.7794029221741932,-0.06148036008292965,-0.5422746883220694,0.7960772549610395,1,0,2
CA,15,1,3.8,3.0,3.2,3.6,2.8,0.2928878531739424,-0.29268704302195353,-0.16447037726767533,-0.646650424833513,-0.957464323612165,0.3993482684575676,0.44974395642037085,1,1,2
US,18,1,3.5,2.0,2.4,3.8,3.5,-0.4962464642922395,-1.456898523497844,-1.2277796938071455,2.743665323483233,0.7874363679271656,-0.048931811596069186,-0.7969800523329564,0,1,1
US,20,1,3.4,4.0,1.6,1.8,2.6,-0.9322917386883076,0.3183587467410557,2.005170320697557,-2.7165238456159755,-0.5521741515478907,-0.9178168668393654,-2.6775864884789,0,2,0
GB,19,1,3.7,2.5,3.0,4.0,4.0,0.05146814342363317,-0.7710742162512336,-0.9035621695547409,3.2932594061331404,2.004160128452783,0.3013114580986478,-0.3714965900929381,0,1,1
BG,15,1,3.0,2.2,1.7,2.9,2.5,-1.6060322307209094,-1.521382786160839,-0.42046471298290433,-0.20555862953908188,-1.3867147356024057,-1.3716319678657982,-1.539481104221991,0,2,0
BR,16,1,4.1,2.6,4.4,2.6,3.5,1.2117725470706298,-1.1317584764435042,0.15697957857892586,1.8186474296219828,1.4097477699791565,1.2793033656464545,0.3283405514221509,0,1,1
US,22,2,3.6,4.2,3.7,3.6,3.4,0.10198678064196068,1.1873415871560469,0.945551095365825,-0.9121554195148746,0.627066469428974,-0.4750718077585234,0.5150112869684687,1,0,2
CA,38,2,3.3,3.4,3.5,3.8,3.4,-0.4925219721784637,0.2698015450431565,0.06724535759860464,0.3212017723001261,0.5233479024203089,-0.9850197474029113,0.4716249379320678,0,2,0
NL,21,1,4.3,2.6,2.7,2.4,2.8,1.0134224903110955,-1.2009041877826143,0.2952710012571462,-0.029971828926013022,-0.33515292156017407,1.7837162843180465,-1.1280682821267205,0,1,1
US,25,1,4.2,3.6,2.6,3.9,2.8,0.8044403746684129,0.5510458390757118,0.18310322503174467,-1.5716683186947633,-1.1130421741251628,1.2231705270285016,0.060288491789506016,1,0,2
US,31,2,4.1,3.7,4.2,4.4,2.5,1.146897358855377,0.8472458366049874,-0.07012354227768103,-2.5181033641922075,-2.1646039881673946,0.9401301378973294,2.460133825688522,1,0,2
MX,20,1,4.1,4.3,3.6,3.4,3.5,0.9522717942096186,1.2415315949984365,1.17634430743017,-0.8022366029848923,0.994873501944496,0.7551265591250794,0.1547951552765483,1,0,2
GB,16,2,3.8,3.1,2.6,2.9,3.3,0.09826228852818411,-0.41136131352733885,0.4120513914922207,0.5196222537238943,0.7259929884524454,0.3685143386621926,-1.2001655982096548,0,1,0
US,18,3,4.0,3.9,1.3,2.9,3.1,0.02966260819915567,0.5753244399246612,1.1520657065812208,-1.241911869104818,0.19781605743873323,0.6262558189707845,-2.4473415969026844,0,0,0
DE,43,2,3.6,3.6,4.4,4.3,3.5,0.3290499393953453,0.6893372617539321,-0.0934796203246957,0.2769509398532325,0.5281399504055029,-0.2900682289862733,1.7976869173782404,1,0,2
US,30,2,3.3,3.3,2.0,2.7,3.3,-0.9790858837928593,-0.23383558650344916,0.7353463929426906,0.2112829557701446,0.8297115554611105,-0.9541858176075363,-2.021781758709958,0,2,0
GB,21,2,3.6,2.8,3.8,3.6,3.5,0.1344243747495869,-0.5393584813849539,-0.3494739560399255,1.5103081316682332,0.8911549349358308,-0.043396790623273174,0.5439100610084993,0,1,1
US,20,2,3.4,3.6,3.6,3.6,3.9,-0.2835398565357802,0.44732727206704676,0.3905403590490749,1.3333048018806581,1.9475087969632563,-0.7944811476578654,0.01075327501609602,0,2,0
DK,19,1,4.1,1.6,5.0,2.3,2.6,1.406398111716388,-2.46883423526717,-0.5606011812649937,0.9835477298290252,-0.8114705690695535,1.5876426636002046,1.430834872921527,1,1,1
US,26,1,3.4,3.5,3.0,3.2,2.3,-0.47816542118153843,0.18570013020732642,0.5746214150193902,-2.7379409972521707,-2.0704695171291174,-0.7636472178624903,0.2838974706009292,1,0,2
BR,16,2,3.6,2.0,1.8,2.8,3.1,-0.5143275074029404,-1.8026270801933946,-0.5363225804160444,1.6873114614558076,0.24967534094306584,0.20327464773972684,-1.9931471676161325,0,1,1
US,16,2,4.0,2.9,4.4,4.0,3.2,1.0352280255355732,-0.27773133952523354,-0.5335550120102408,0.563873086170789,-0.10854759560206846,0.9345951169245346,1.7760701188127486,1,1,1
NL,45,1,3.8,3.3,4.2,4.3,3.7,0.6172637942502062,0.31933010420943164,-0.370984988483071,1.2676368177975714,1.0563168814192163,0.30684647907144263,1.4229832106899505,1,1,1
US,18,2,3.3,3.1,3.0,3.4,3.2,-0.6547099427165955,-0.23849703517956358,0.06632283479667013,0.2555337882170387,0.20260810542392704,-0.8925179580167864,-0.2562771079198086,0,2,0
GB,46,2,3.2,3.3,3.9,3.9,3.0,-0.5393161172830147,0.18103868153121144,-0.09440214312663063,-0.5809824407504244,-0.5848652431114493,-1.206392276943331,1.3074644904825345,1,2,2
GB,17,1,2.9,2.9,3.5,4.3,3.3,-1.1987000583186918,-0.1740127725165684,-0.740992146027571,0.8279615516776446,-3.6980608210557264e-05,-1.8396759357692192,0.983012173453563,0,2,0
AU,72,1,3.3,3.5,1.5,3.7,2.7,-1.1412738543309913,0.35856440855510174,0.22889285832383965,-1.6815871352247436,-1.273412072623353,-1.0158536771982862,-1.2227276975191794,0,2,0
US,21,2,3.3,4.6,3.2,4.0,3.9,-0.5898347545013428,1.8189758865602668,1.0389754075538844,-0.2083916878880916,1.740071662945926,-1.3550269049474113,-0.07601942305670506,0,2,0
IE,47,2,2.8,3.4,2.4,4.0,3.3,-1.732058115037639,0.33894725638226664,-0.0710460650796157,0.057113306793269425,0.15554086990478708,-2.2460520440818903,-0.465662694681067,0,2,0
US,16,2,3.8,2.8,3.3,3.7,3.7,0.32532544728156865,-0.5047856257153989,-0.41861966737903566,2.038485062681947,1.3674725824452116,0.4610161280483177,-0.06873744758216666,0,1,1
US,19,1,4.2,3.4,4.2,3.0,2.4,1.3234418803904349,-0.006781300313283889,0.6204110483114854,-2.3196828827684386,-1.7026624846135954,1.2848383866192516,1.3293104169061518,1,0,2
US,20,2,3.6,2.4,2.8,4.0,3.3,-0.1899515663266768,-0.8944099354327336,-0.996063958940866,1.5988097965620198,0.15554086990478708,0.07993892855822679,-0.03316143991271542,0,1,1
RO,25,1,4.2,3.0,4.5,3.1,3.2,1.420754662713314,-0.4655513213697288,0.18125817942787523,0.4097034371939139,0.3581859559369247,1.4081741058007515,1.1063061799398475,1,1,1
US,19,1,2.9,1.7,3.4,3.2,3.6,-1.2311376524263182,-2.034342815059674,-1.09041079393086,3.470262735920715,1.362680534460018,-1.469668778224719,-0.3135462901074598,0,2,1
AU,27,1,4.4,4.5,4.0,3.3,2.7,1.6116557352452965,1.4536301776918819,1.4304935975415307,-3.2232836249934937,-1.0659749386060227,1.4500780775417184,1.1346765880874674,1,0,2
US,22,2,3.9,1.8,4.3,4.2,4.3,0.8262459098928896,-1.5652785391826236,-1.6893661179358361,5.164712345491834,2.6927069579646865,1.0215618853378636,0.9693171472958095,0,1,1
US,29,2,3.4,4.0,4.4,3.3,3.1,-0.02403910367476908,0.8369515817843816,0.9679846506109054,-1.3960815180816932,-0.009621076578597038,-0.9178168668393654,1.2502716842475916,1,0,2
TR,24,1,4.1,3.1,2.1,2.8,3.2,0.46570788259522305,-0.445934169196894,0.4811971028313309,0.2555337882170387,0.5137638064499226,1.1251337166695794,-1.7479977661919255,0,1,1
US,50,1,3.5,4.4,1.8,2.2,3.5,-0.6908720289379977,0.9499930461452767,2.0985946328856167,-0.9564062519617683,1.6171849039964867,-0.7889461266850695,-2.8286461612676854,0,2,0
PT,33,1,3.5,3.3,1.9,3.4,3.5,-0.6584344348303715,0.008174403183436152,0.25132641356891994,0.739459886783858,0.994873501944496,-0.44977289893594424,-1.6833351774889465,0,2,0
US,23,2,3.6,2.8,2.2,3.7,3.7,-0.38457713097243496,-0.5047856257153989,-0.41861966737903566,2.038485062681947,1.3674725824452116,-0.043396790623273174,-1.2581158981951335,0,1,1
TR,22,1,3.9,2.5,3.3,3.3,3.6,0.5018699688166258,-1.013084205938119,-0.41954219018096994,2.236905544105715,1.3108212509556854,0.8057243767702387,-0.33523946462566045,0,1,1
CA,14,2,3.8,2.7,2.7,2.7,3.2,0.1306998826358105,-0.9738499015924489,0.18033565662594075,0.8722123841245387,0.565623089954255,0.49185005784369257,-1.1856780232132853,0,1,1
CA,27,1,3.6,3.0,3.7,3.9,3.4,0.10198678064196068,-0.18896847601328842,-0.37190751128500554,0.9378803682076261,0.4714886189159764,-0.10506465021402327,0.7743077044901314,0,1,1
US,21,1,3.4,2.5,4.1,1.7,3.7,-0.1213518859976484,-1.566249896651,0.6867891912447918,2.5009940096125716,2.4046582525318634,-0.4553079199087402,-0.9323777215232163,0,2,0
BR,16,2,4.0,2.3,1.0,1.9,3.5,-0.06765017412372343,-1.7437756236748898,0.36349418979432147,2.2811563765526084,1.7727627545094846,1.1195986956967847,-3.952945088326052,0,1,1
US,14,2,3.6,3.0,2.0,3.2,3.4,-0.4494523191876877,-0.43097846570017373,0.1121124680887651,0.9378803682076261,0.8345036034463043,-0.10506465021402327,-1.6688476024925765,0,2,0
US,19,2,3.9,2.5,4.3,2.8,2.5,0.8262459098928896,-1.1859484842858943,-0.07381363348541936,-0.6680675764697066,-1.334855452098073,0.8057243767702387,1.185344912598407,1,1,1
US,19,1,4.2,1.9,3.1,3.9,3.1,0.9666283452065447,-1.545661387009789,-1.3894271945323808,1.8414811104326827,-0.32077677760459256,1.7473473335498766,0.3632354412937746,0,1,1
US,46,2,2.8,3.5,2.3,3.1,2.8,-1.7644957091452655,0.15112727453777136,0.6437671263585003,-1.4174986697178882,-0.6981679060905022,-2.276885973877265,-0.9555445626778589,0,2,0
US,38,2,3.9,3.2,4.3,4.1,3.3,0.8262459098928896,0.12684867368882186,-0.3251953551909753,0.36545260474701907,0.10368158640045469,0.5898868682026135,1.6751504046424905,1,1,1
US,13,2,4.1,2.7,2.1,3.9,3.3,0.46570788259522305,-0.5589756335577883,-0.6494128794433804,1.1363008496313942,0.2074001534091197,1.2484694358510795,-0.8764707749312183,0,1,1
US,18,1,3.7,2.3,2.2,1.5,3.7,-0.20803260943737778,-1.8820670463531102,0.640077035150762,2.809333307566322,2.5083768195405285,0.3629793176893978,-3.1596229600206613,0,1,0
TR,21,2,3.8,3.2,2.0,3.1,3.0,-0.09636327611757411,-0.21887988300672856,0.36626175820012546,-0.42681279177354986,-0.16999097507678868,0.3376804088668175,-1.4383735830582365,0,1,0
US,22,2,3.4,2.7,2.4,3.3,3.4,-0.6727909858272967,-0.7664127675751187,-0.23453861140871968,1.400389315138251,0.7826443199419719,-0.5169757794994903,-1.1499142085503375,0,2,0
NI,20,1,3.0,2.9,3.4,3.6,3.0,-1.054593130891261,-0.4160227622034537,-0.25697216665380035,0.03569615515707564,-0.4292873925984516,-1.5874694764334232,0.5075415045004323,0,2,0
AU,17,2,3.8,3.4,3.4,4.2,2.9,0.357763041389195,0.4080929677213768,-0.209337487757836,-0.9992405552341563,-1.004531559131304,0.27601254927606755,1.1053608791958154,1,0,2
US,19,1,3.4,2.6,1.2,3.6,3.8,-1.062042115118813,-0.7860299197479536,-0.5344775348121753,2.6109128261425516,1.6834203314563996,-0.4861418497041153,-2.505027713941957,0,2,0
MY,38,2,3.1,3.6,2.4,3.3,3.2,-1.2024245504324675,0.3436087050583815,0.5979774930664055,-0.5153144566673364,0.25446738892825965,-1.5511005256652521,-0.991461129246224,0,2,0
HK,22,2,3.2,3.3,3.2,3.6,3.4,-0.7663792760363992,0.07732011452254632,0.1130349908906996,0.47537142127700127,0.627066469428974,-1.206392276943331,-0.025615281491970843,0,2,0
US,34,1,3.5,4.0,2.4,3.0,3.6,-0.4962464642922395,0.7332330147757165,1.1754217846282358,-0.07563919054741075,1.466399101468683,-0.6656104075035694,-1.5676637053761144,0,2,0
AU,16,1,4.1,2.9,3.0,4.2,3.8,0.7576462295638604,-0.20858562818612336,-0.6718464346884611,2.148403879211927,1.3722646304304043,1.1868015762603294,-0.04017923244104865,0,1,1
US,24,2,3.7,2.8,3.9,4.7,2.8,0.3434064903922705,-0.15905706901984829,-1.1100767807701368,-0.3383111268797626,-1.5279164421598235,0.20880966871252282,2.15737468317775,1,1,2
US,17,1,3.6,3.8,1.3,3.3,3.2,-0.6765154779410723,0.5902801434213814,0.7829810718386552,-0.8236537546210861,0.25446738892825965,-0.3517360885770233,-2.180839579859191,0,2,0
US,18,2,3.3,4.1,2.2,3.6,3.1,-0.9142106955776066,1.0640058679745463,0.8530493059796995,-1.5502511670585677,-0.1651989270915949,-1.2008572559705364,-0.8691887994566794,1,2,0
US,18,1,3.6,3.5,1.4,3.9,3.7,-0.644077883833446,0.42771011989421176,0.0906014356456196,0.9592975198438212,1.2637540154365465,-0.2592342991908983,-1.950254129384062,0,2,0
US,16,2,3.8,3.2,1.9,2.7,3.2,-0.1288008702252006,-0.35717130568494876,0.6428446035565658,0.10136413924016355,0.565623089954255,0.3376804088668175,-2.0506805327499893,0,1,0
AU,42,2,4.2,2.1,4.6,4.3,3.2,1.45319225682094,-1.1606985259685683,-1.4810064611165707,1.797230277985789,-0.2641254461150661,1.6856794739591265,2.2516171637185862,1,1,1
US,18,1,3.7,3.5,4.0,3.9,2.8,0.3758440844998969,0.42771011989421176,0.0906014356456196,-1.4174986697178882,-1.1130421741251628,-0.00702783985510233,1.5740428834787368,1,0,2
US,24,2,4.3,2.7,2.5,4.0,3.2,0.9485473020958427,-0.5244027778882333,-0.7185585907824905,0.8722123841245387,-0.10854759560206846,1.7528823545226715,-0.27831084133692235,1,1,1
US,51,2,3.6,4.2,3.7,4.6,2.6,0.10198678064196068,1.5330701438515975,0.2540939819747242,-3.0248631435697257,-2.0042340896692026,-0.4750718077585234,2.0131449959238,1,0,2
US,24,2,3.2,3.3,3.2,4.4,2.9,-0.7663792760363992,0.35390295987898684,-0.44013069982218145,-0.8450709062572811,-1.108250126139969,-1.206392276943331,1.0619745301594152,1,2,2
US,18,2,3.7,2.9,1.0,3.8,3.4,-0.5972837387288943,-0.3468770508643437,-0.39526358933202044,1.0920500171845013,0.5233479024203089,0.17797573891714774,-2.23150790437013,0,1,0
US,45,2,4.2,3.7,2.8,4.5,2.8,0.8693155628836655,0.8818186922745423,-0.13926925361679088,-1.7258379676716387,-1.4241978751511581,1.1923365972331266,0.7951319542170074,1,0,2
AU,17,2,3.5,3.2,1.5,3.5,3.5,-0.7881848112608768,-0.08058846032850836,0.08967891284368508,0.8936295357607325,0.9430142184401633,-0.4189389691405694,-2.0294042930834104,0,2,0
US,17,2,3.3,2.4,2.8,3.1,3.4,-0.7195851309318484,-1.205565636458729,-0.373752556888875,1.8628982620688763,0.8863628869506369,-0.6766804494491612,-0.890277232129761,0,2,0
US,17,1,3.8,3.1,1.2,1.5,3.1,-0.3558640289785852,-0.8953812929011097,1.3800913502397625,-0.008554677289817986,0.9238460264993893,0.3685143386621926,-3.7655168590291996,0,2,0
IN,20,2,3.8,3.6,4.2,4.1,3.0,0.6172637942502062,0.6201915504148219,0.044811802353524666,-1.0434913876810499,-0.6885838101201143,0.2143446896853175,1.8047047099065736,1,0,2
US,45,1,4.0,3.5,3.7,4.0,3.6,0.8081648667821887,0.46228297556376685,0.02145572430650944,0.6952090543369644,0.9478062664253573,0.7495915381522845,0.7022867643599051,1,0,1
IN,38,1,3.2,2.7,2.3,2.3,2.7,-1.0583176230050366,-1.1121413242706693,0.4569185019823815,-0.44822994340974354,-0.5473821035626968,-1.0213886981710811,-1.5677751364169037,0,2,0
US,21,2,3.4,2.3,2.2,3.2,3.3,-0.7376661740425494,-1.2943284999706741,-0.5354000576141102,1.752979445538895,0.5704151379394476,-0.3936400603179902,-1.3733704354563434,0,2,0
BD,23,1,2.9,2.1,1.6,3.0,3.1,-1.8150143463635928,-1.610145649672784,-0.5821122137081395,1.5331418124789322,0.14595677393440062,-1.5930044974062192,-2.0365335166525327,0,2,0
US,35,2,3.5,3.8,3.5,4.4,3.3,-0.13943292910834937,0.9705815557864871,0.022378247108443605,-0.5595652891142306,-0.05189626411254339,-0.6039425479128193,1.0694443126274509,1,0,2
US,52,2,3.6,3.7,2.6,4.4,3.1,-0.2548267545419295,0.8472458366049874,-0.07012354227768103,-0.9335725711510684,-0.5800731951262557,-0.3209021587816484,0.2547695687027735,1,0,2
CA,35,1,4.2,2.6,3.7,4.3,3.3,1.161253909852303,-0.5440199300610683,-1.0184975141859458,1.2904704986082693,-3.6980608210557264e-05,1.5315098249822516,1.1992628008377388,1,1,1
US,16,1,3.7,2.9,2.5,3.7,2.5,-0.11071982711449871,-0.3814499065338986,-0.32611787799291053,-1.2847461723772067,-1.8015890036370665,0.17797573891714774,0.016978518705813572,1,1,2
US,20,2,3.5,4.2,3.8,4.1,3.4,-0.042120146785470325,1.360205865503822,0.5998225386702749,-0.9121554195148746,0.3677700519073114,-0.7272782670943194,1.055297296529994,1,0,2
US,45,1,3.3,3.1,3.1,2.7,3.2,-0.6222723486089692,-0.4805070248664489,0.5503428141704407,0.2555337882170387,0.565623089954255,-0.8925179580167864,-0.7531767684449339,0,2,0
CA,22,2,4.0,4.1,3.1,4.3,3.5,0.6135393021364304,1.3060158576614318,0.36902932660592896,-0.49389730503114204,0.5281399504055029,0.5645879593800346,0.3920578393810974,1,0,2
US,19,2,2.6,3.4,2.3,3.5,3.6,-2.117584752215379,0.1660829780344914,0.27468249161593483,0.8493787033138396,1.2071026839470202,-2.750464962753481,-1.2436283231987644,0,2,0
IN,33,2,4.0,3.8,2.5,3.4,3.2,0.41891373749067207,0.6248529990909364,0.713835360499545,-0.8236537546210861,0.20260810542392704,0.6570897487661596,-0.7969036763802483,1,0,2
US,18,2,3.3,3.2,3.5,4.0,3.1,-0.4925219721784637,0.09227581801926692,-0.25604964385186546,-0.16272432626669317,-0.37263606110892517,-0.9233518878121614,0.8821688352360139,1,2,0
CA,15,2,3.6,3.1,2.7,4.0,3.2,-0.22238916043430307,-0.031059901162233228,-0.3485514332379906,0.2555337882170387,-0.10854759560206846,-0.1358985800093983,-0.062060213952746315,0,1,1
CA,20,1,4.1,3.5,3.3,2.7,3.3,0.8549590118867394,0.012835851859551162,0.9203499717149408,-0.09705634218360576,0.8297115554611105,1.0017979974880795,-0.6161526807128149,1,0,1
PH,17,1,3.5,3.1,2.5,3.8,3.5,-0.46380887018461314,-0.1002056125013434,-0.21026001055977023,1.0477991847376076,0.7874363679271656,-0.3881050393451943,-0.6888547386408684,0,2,0
BD,20,2,3.1,3.0,3.2,3.8,3.1,-0.9429237975714565,-0.2235413316828435,-0.30276179994589536,0.1456149716870572,-0.2689174941002599,-1.3660969468930022,0.3849286158119749,0,2,0
SG,20,2,3.5,3.0,1.3,2.4,3.2,-0.8530599994761295,-0.7075613110566144,0.6652781588016462,0.4097034371939139,0.7212009404672528,-0.3572711095498193,-2.9587288324241796,0,2,0
IN,26,1,3.3,2.8,3.3,3.3,3.1,-0.5573971603937165,-0.6430770483936192,-0.142036822022595,0.45395426964080754,-0.009621076578597038,-0.8000161686306612,0.060893233634624275,0,2,0
AE,47,1,2.8,3.3,3.0,3.2,3.1,-1.5374325503918809,-0.06097130815567389,0.38961783624714,-0.31689397524356766,0.04223820692573538,-2.215218114286515,-0.34991484661552663,0,2,0
GU,25,1,3.9,2.7,2.8,4.0,2.6,0.33968199827849394,-0.5244027778882333,-0.7185585907824905,-0.7123184089166003,-1.6930783886432075,0.7440565171794886,0.521424337651683,1,1,1
AE,13,1,3.4,4.2,2.6,3.3,3.1,-0.6079157976120438,1.0836230201473818,1.1529882293831557,-1.7044208160354435,-0.009621076578597038,-0.9794847264301154,-0.6959839622099909,1,2,0
US,32,2,3.5,3.0,3.4,3.9,3.0,-0.17187052321597576,-0.18896847601328842,-0.37190751128500554,-0.11847349381979949,-0.5848652431114493,-0.3572711095498193,0.7668379220220951,1,2,1
CA,14,2,4.2,2.2,1.0,1.9,3.7,0.2854388689463909,-1.8671113428563895,0.27099240040819683,2.9635029565431963,2.3009396855231983,1.6548455441637515,-4.111398167630166,0,1,1
IN,36,1,4.4,3.9,1.8,3.2,3.4,0.8980286648775162,0.6790430069333264,0.9446285725638903,-0.44964647258424917,0.8345036034463043,1.6350816563139685,-1.8850982298767522,1,0,2
